Depthm,T_degC,Salnty,O2ml_L
10,21.03,34.29,5.14
20,21.01,34.276,5.26
24,21,34.27,5.34
30,20.12,34.162,5.48
49,16.99,33.86,5.9
50,16.96,33.858,5.91
73,16.27,33.8,6.06
75,16.21,33.794,6.05
97,15.41,33.73,5.91
100,15.17,33.717,5.78
125,13.14,33.719,4.59
146,11.38,33.71,3.45
150,11.2,33.738,3.34
195,9.94,34.09,2.5
200,9.87,34.115,2.39
250,9.37,34.301,1.44
293,9.19,34.36,0.8
300,9.11,34.366,0.78
390,8.03,34.38,0.48
400,7.92,34.379,0.47
500,6.87,34.369,0.42
587,6.1,34.36,0.37
600,6.01,34.363,0.37
700,5.38,34.388,0.41
800,4.87,34.42,0.48
880,4.56,34.45,0.56
900,4.5,34.456,0.58
1000,4.18,34.485,0.7
1100,3.86,34.517,0.81
1200,3.54,34.549,0.92
1232,3.44,34.56,0.96
0,20.6,34.2,5.27
10,20.64,34.18,5.22
20,20.63,34.167,5.26
25,20.62,34.16,5.3
30,20.41,34.138,5.35
50,18.84,34,5.65
75,15.69,33.78,6.22
99,13.54,33.62,4.85
100,13.46,33.621,4.78
125,11.81,33.709,3.22
148,10.76,33.88,2.1
150,10.71,33.893,2.1
198,9.96,34.16,1.99
200,9.94,34.168,1.98
250,9.49,34.325,1.73
297,9.16,34.4,1.44
300,9.13,34.403,1.42
397,8.13,34.45,0.88
400,8.1,34.449,0.87
500,7.02,34.42,0.5
596,6.08,34.38,0.3
600,6.05,34.38,0.3
700,5.37,34.393,0.37
800,4.83,34.418,0.44
894,4.44,34.45,0.5
900,4.42,34.452,0.51
1000,4.12,34.481,0.63
1100,3.81,34.511,0.76
1192,3.53,34.54,0.87
0,20.9,34.29,5.21
10,20.87,34.25,5.22
20,20.83,34.25,5.2
25,20.81,34.25,5.19
30,20.48,34.2,5.28
50,18.58,33.96,5.74
74,16.29,33.82,NA
75,16.19,33.812,5.77
98,14.12,33.66,5.79
100,13.96,33.656,5.79
125,12.2,33.671,5.61
147,11.09,33.77,5.23
150,11,33.789,5.12
197,10.2,34.11,3.14
200,10.16,34.121,3.03
250,9.53,34.275,1.59
295,9.06,NA,0.77
300,9,34.366,0.76
394,8.01,34.36,0.52
400,7.95,34.36,0.52
500,7.09,34.36,0.46
592,6.4,34.36,0.4
600,6.34,34.362,0.4
700,5.63,34.383,0.44
800,5.01,34.407,0.48
890,4.53,34.43,0.51
900,4.5,34.43,0.52
1000,4.2,34.436,0.61
1100,3.89,34.443,0.69
1189,3.62,34.45,0.77
0,20.5,34.07,5.7
10,20.43,34.14,5.78
20,20.49,34.192,5.64
24,20.52,34.22,5.58
30,20,34.158,5.62
49,17.82,33.91,5.9
50,17.73,33.904,5.92
74,16.04,33.81,6.2
75,15.99,33.806,6.2
98,14.94,33.71,5.9
100,14.79,33.7,5.83
125,12.98,33.699,4.85
148,11.43,33.69,3.79
150,11.37,33.709,3.72
198,10.59,34.2,2.22
200,10.57,34.211,2.18
250,9.99,34.393,1.29
297,9.52,34.42,0.84
300,9.48,34.423,0.82
397,8.3,34.45,0.51
400,8.27,34.449,0.51
500,7.19,34.422,0.41
596,6.32,34.39,0.32
600,6.29,34.391,0.32
700,5.61,34.41,0.38
800,5.06,34.438,0.43
894,4.66,34.47,0.48
900,4.64,34.471,0.49
1000,4.3,34.482,0.6
1100,3.97,34.496,0.72
1192,3.66,34.51,0.83
0,19.87,33.91,5.3
10,19.87,33.78,5.36
20,19.77,33.869,5.42
25,19.72,NA,5.45
30,19.52,33.895,5.48
50,18.15,33.77,5.64
75,15.44,33.64,5.94
100,14.29,33.55,6.03
125,12.69,33.55,5.19
150,11.24,33.55,4.03
199,10.32,34.07,2.35
200,10.3,34.075,2.33
250,9.5,34.153,1.6
297,8.86,34.23,1.35
300,8.82,34.233,1.33
395,7.82,34.29,0.88
400,7.77,34.292,0.86
500,6.89,34.333,0.5
588,6.23,34.36,0.31
600,6.14,34.364,0.32
700,5.49,34.394,0.4
800,4.93,34.422,0.48
882,4.54,34.44,0.55
900,4.48,34.443,0.57
1000,4.18,34.458,0.7
1100,3.87,34.475,0.84
1180,3.62,34.49,0.94
0,19.3,33.51,5.7
10,19.26,33.68,5.55
20,19.15,33.68,5.55
24,19.11,33.68,5.55
30,18.46,33.657,5.69
48,16.1,33.59,6.15
50,15.92,33.58,6.16
73,14.4,33.48,6.22
75,14.34,33.48,6.2
96,13.82,33.48,5.81
100,13.59,33.475,5.71
125,12.17,33.494,5
145,11.02,33.57,4.31
150,10.89,33.615,4.1
192,10.2,34.02,2.42
200,10.09,34.068,2.24
250,9.47,34.281,1.45
286,9.08,34.34,1.23
300,8.91,34.352,1.1
380,7.96,34.36,0.56
400,7.77,34.362,0.53
500,6.9,34.373,0.39
573,6.38,34.38,0.28
600,6.18,34.387,0.29
700,5.5,34.417,0.34
800,4.92,34.449,0.44
866,4.59,34.47,0.54
900,4.49,34.475,0.57
1000,4.19,34.491,0.67
1100,3.89,34.508,0.77
1165,3.7,34.52,0.84
0,19.6,33.72,5.1
9,19.38,33.68,5.47
10,19.37,33.679,5.47
20,19.31,33.665,5.37
24,19.29,33.66,5.3
30,18.8,33.729,5.42
48,16.81,33.87,5.9
50,16.58,33.83,5.94
72,14.37,33.39,6.15
75,14.21,33.392,6.13
96,13.33,33.52,5.79
100,13.07,33.529,5.64
125,11.58,33.608,4.57
144,10.6,33.69,3.62
150,10.56,33.756,3.38
190,10.3,34.09,2
200,10.29,34.158,1.79
250,10.16,34.403,1.08
284,9.99,34.48,0.9
300,9.74,34.472,0.82
378,8.35,34.36,0.6
400,8.09,34.356,0.54
500,7.13,34.369,0.36
567,6.67,34.4,0.29
600,6.4,34.402,0.31
700,5.64,34.412,0.39
800,4.99,34.424,0.46
854,4.68,34.43,0.5
900,4.53,34.442,0.55
1000,4.19,34.468,0.65
1100,3.86,34.496,0.76
1148,3.7,34.51,0.81
0,17.8,33.68,6.04
9,17.54,NA,6.15
10,17.36,33.708,6.07
20,15.29,33.76,5.13
23,14.55,33.78,4.78
30,13.41,33.775,4.39
47,11.45,33.77,3.83
50,11.24,33.771,3.75
71,10.45,33.82,3.24
75,10.43,33.861,3.14
95,10.32,34.04,2.68
100,10.42,34.092,2.57
125,10.89,34.318,2.08
144,11.25,34.45,0.62
150,11.2,34.457,1.66
192,10.53,34.43,1.1
200,10.45,34.437,1.02
250,9.98,34.488,0.62
290,9.64,34.54,0.45
300,9.52,34.54,0.45
387,8.42,NA,0.44
400,8.27,34.524,0.43
500,7.18,34.491,0.38
582,6.41,34.45,0.35
600,6.26,34.455,0.36
700,5.51,34.488,0.44
800,4.9,34.527,0.54
876,4.52,34.56,0.63
900,4.44,NA,0.64
1000,4.11,NA,0.71
1100,3.78,NA,0.77
1173,3.54,NA,0.81
0,10.8,33.24,5.72
6,10.72,33.26,6
10,10.64,33.292,5.98
16,10.52,33.34,5.96
20,10.5,33.34,5.91
30,10.45,33.34,5.7
34,10.43,33.34,5.58
50,9.54,33.331,4.86
52,9.42,33.33,4.76
71,8.82,33.49,4.07
75,8.79,33.538,3.81
100,8.62,33.782,2.34
105,8.58,33.82,2.07
125,8.42,33.917,1.92
136,8.33,33.95,1.83
150,8.22,33.981,1.75
200,7.83,34.03,1.54
201,7.82,34.03,1.54
250,7.49,34.04,1.56
264,7.4,34.04,NA
300,7.17,34.055,1.58
391,6.6,33.48,1.63
400,6.54,34.104,1.58
500,5.9,34.164,1
581,5.42,34.22,0.48
600,5.36,34.228,0.47
700,5.02,34.272,0.4
800,4.69,34.318,0.34
900,4.36,34.365,0.27
930,4.26,34.38,0.25
0,13.52,32.95,5.97
7,13.7,32.88,5.97
10,13.7,32.895,5.95
19,13.69,32.94,5.89
20,13.66,32.94,5.9
30,13.22,32.94,5.96
39,12.55,32.94,6
50,11.32,33.141,5.83
60,10.19,33.35,5.55
75,9.33,33.316,4.85
96,8.68,33.39,3.78
100,8.59,33.41,3.66
125,8.1,33.541,2.98
150,7.74,33.675,2.47
200,7.43,33.944,1.98
203,7.43,33.96,1.97
250,6.9,33.968,1.64
300,6.39,33.976,1.42
326,6.15,33.98,1.36
400,5.64,33.98,1.04
410,5.58,33.98,0.99
495,5.11,34.07,0.49
500,5.09,34.074,0.49
600,4.68,34.154,0.45
700,4.34,34.22,0.42
756,4.18,34.25,0.4
800,4.05,34.278,0.43
900,3.76,34.333,0.5
1000,3.5,34.378,0.6
1100,3.28,34.413,0.7
1123,3.23,34.42,0.73
1200,3.1,34.422,0.78
1300,2.93,34.426,0.85
1400,2.76,34.429,0.91
1414,2.74,34.43,0.92
0,14.28,32.86,5.6
7,14.43,32.86,5.73
10,14.43,32.856,5.72
20,14.43,32.844,5.63
23,14.43,32.84,5.59
30,14.37,32.813,5.63
36,14.32,32.79,5.66
50,12.18,32.774,6.09
53,11.68,32.77,6.18
70,10.8,32.83,6.25
75,10.56,32.826,6.15
100,9.54,32.852,5.48
103,9.44,32.86,5.38
125,8.89,33.095,4.94
134,8.72,33.21,4.76
150,8.46,33.391,4.3
200,7.83,33.82,3
250,7.2,33.891,2.56
263,7.05,33.91,2.52
300,6.62,33.944,2.47
393,5.72,33.75,2.4
400,5.68,34.027,2.34
500,5.16,34.092,1.43
589,4.87,34.13,0.54
600,4.83,34.139,0.54
700,4.51,34.217,0.5
800,4.18,34.297,0.46
900,3.85,34.378,0.42
951,3.68,34.42,0.4
0,15.62,33.01,6.22
8,15.8,33.01,5.7
10,15.8,33.01,5.71
20,15.79,33.01,5.75
30,15.8,33.01,5.96
38,15.8,33.01,6.11
50,14.22,32.974,6.01
58,13.03,32.97,5.85
75,11.92,32.998,5.47
76,11.88,33,5.45
100,11.31,33.02,5.33
114,11.08,33.04,5.31
125,10.54,33.09,5.16
150,9.25,33.252,4.77
151,9.2,33.26,4.75
200,8.1,33.657,4.15
227,7.82,33.84,3.81
250,7.46,33.896,3.4
300,6.76,33.926,2.54
303,6.72,33.93,2.49
400,5.71,33.936,1.69
454,5.3,33.94,1.46
500,5.04,33.984,1.19
600,4.58,34.091,0.72
689,4.32,34.2,0.43
700,4.3,34.206,0.44
800,4.08,34.262,0.55
900,3.87,34.319,0.65
1000,3.65,34.377,0.76
1074,3.49,34.42,0.84
0,15.84,33.12,5.59
9,16.06,33.13,5.7
10,16.06,33.128,5.73
20,16.06,33.105,6
22,16.06,33.1,6.05
30,16.1,33.166,5.97
44,16.17,33.36,5.76
50,15.09,33.36,5.89
66,12.25,32.94,6.21
75,12.33,33.271,6.12
87,12.44,33.19,5.9
100,11.79,33.087,5.78
125,10.19,32.979,5.49
130,9.82,32.97,5.42
150,9.14,33.173,4.91
172,8.61,33.46,4.28
200,8.12,33.687,3.53
250,7.48,33.932,2.53
257,7.42,33.95,2.43
300,6.84,33.945,2.46
343,6.31,33.94,2.49
400,5.71,33.948,2.24
500,4.89,33.989,1.62
518,4.77,34,1.49
600,4.45,34.085,1.05
700,4.18,34.194,0.61
787,4.07,34.29,0.32
800,4.04,34.295,0.33
900,3.8,34.333,0.4
1000,3.57,34.371,0.48
1100,3.33,34.411,0.55
1197,3.1,34.45,0.62
0,16.22,33.17,5.16
8,16.24,33.17,5.12
10,16.23,33.168,5.19
20,16.17,33.15,5.58
30,16.15,33.177,5.57
42,16.12,33.21,5.55
50,15.11,33.167,5.39
62,13.38,33.1,5.05
75,12.2,33.027,4.56
83,11.68,32.99,4.3
100,11.41,33.033,4.47
123,11.05,33.06,4.93
125,11,33.069,4.92
150,10.38,33.209,4.67
160,10.1,33.28,4.52
200,8.9,33.641,4.28
227,8.12,33.86,4.02
250,7.59,33.918,3.45
286,6.84,33.95,2.52
300,6.77,33.958,2.32
400,6.29,34,1.52
401,5.14,34,1.52
500,5.81,34.077,1.36
592,5.6,33.96,1.36
600,5.32,34.142,1.2
700,4.84,34.209,1.04
800,4.35,34.281,0.88
900,3.87,34.355,0.71
958,3.59,34.4,0.62
0,16.29,32.97,5.61
9,16.33,32.97,5.92
10,16.32,32.968,5.91
20,16.16,32.946,5.8
22,16.11,32.94,5.77
30,15.91,32.925,6
44,15.56,32.9,6.46
50,14.56,32.874,6.43
66,11.77,32.86,6.35
75,11.06,32.847,6.21
88,10.51,32.84,5.97
100,10.27,32.915,5.79
125,9.97,33.138,5.43
134,9.94,33.24,5.32
150,9.48,33.408,5.13
178,8.64,33.68,4.81
200,8.25,33.788,4.62
250,7.56,33.91,4.12
268,7.39,33.91,3.92
300,6.93,33.935,3.34
358,6.15,33.95,2.32
400,5.72,33.959,2
500,4.94,33.989,1.65
504,4.92,33.99,1.65
600,4.5,34.083,1.17
700,4.19,34.186,0.74
800,4.01,34.294,0.38
814,3.99,34.31,0.34
900,3.78,34.347,0.39
1000,3.53,34.39,0.44
1100,3.28,34.434,0.49
1200,3.04,34.48,0.55
1223,2.98,34.49,0.56
0,16.28,33.23,4.88
8,16.48,33.26,4.8
10,16.48,33.268,4.85
20,16.46,32.9,5.18
30,16.49,33.348,5.12
43,16.54,33.4,4.95
50,16.45,33.382,5.02
55,16.38,33.24,4.64
62,13.8,33.37,5.17
75,13.46,33.37,5.18
80,13.46,33.37,5.35
83,13.25,33.37,5.19
100,12.85,33.384,5.14
125,12.22,33.425,5.01
147,11.62,33.48,4.82
150,11.5,33.491,4.79
200,9.53,33.717,4.16
219,8.8,33.82,3.9
250,8.2,33.844,3.5
300,7.5,33.886,2.9
364,7.1,33.64,4.1
400,6.73,33.979,1.85
500,5.82,34.086,1
579,5.23,34.18,0.48
600,5.11,34.195,0.47
700,4.62,34.261,0.4
800,4.27,34.318,0.33
894,4.06,34.36,0.26
900,4.05,34.363,0.26
1000,3.85,34.418,0.29
1026,3.8,34.43,0.3
1100,3.64,34.443,0.39
1200,3.42,34.454,0.53
1300,3.2,34.459,0.68
1400,2.99,34.456,0.84
1467,2.85,34.45,0.95
1500,2.79,34.456,0.97
1600,2.61,34.474,1.03
1800,2.31,34.51,1.15
1916,2.16,34.09,1.23
2000,2.08,34.546,1.37
2200,1.93,34.582,1.69
2365,1.85,34.61,1.97
2400,1.84,34.612,2
2600,1.75,34.62,2.15
2800,1.67,34.629,2.3
2815,1.66,34.63,2.31
0,15.86,32.99,5.31
8,15.94,32.99,5.65
10,15.92,32.983,5.62
20,15.82,32.95,5.33
30,15.43,32.932,5.36
39,14.87,32.86,5.38
50,13.78,32.976,5.16
59,13.02,33.12,4.97
75,13.12,33.36,4.94
79,13.15,33.39,4.93
100,12.65,33.377,5.02
119,11.82,33.28,5.1
125,11.47,33.275,5.08
150,10.01,33.303,4.94
158,9.54,33.33,4.86
200,8.45,33.628,4.24
234,8.04,33.87,3.7
250,7.78,33.908,3.55
300,7.04,33.951,3.18
307,6.95,33.96,3.14
400,5.84,34.054,2.64
456,5.32,33.51,2.37
500,5.07,34.145,2.04
600,4.66,34.22,1.34
697,4.45,34.27,0.74
700,4.44,34.272,0.74
800,4.15,34.322,0.79
900,3.86,34.373,0.83
1000,3.58,34.426,0.88
1082,3.34,34.47,0.92
0,15.4,32.97,5.55
8,15.31,32.94,5.45
10,15.27,32.94,5.49
20,15.02,32.94,5.72
22,14.96,32.94,5.78
30,14.74,32.94,5.71
44,14.04,32.94,5.6
50,13.41,32.912,5.56
66,11.62,32.84,5.48
75,10.88,32.802,5.45
88,10.05,32.78,5.4
100,9.69,32.863,5.24
125,9.31,33.119,4.95
132,9.29,33.21,4.88
150,8.91,33.401,4.98
175,8.39,33.64,5.19
200,8.03,33.772,5.13
250,7.45,33.918,5.01
263,7.33,33.93,4.98
300,6.91,33.992,4.56
350,6.39,34.05,3.88
400,5.97,34.102,3.35
500,5.29,34.195,2.41
527,5.14,33.87,3.74
600,4.78,34.271,1.65
700,4.38,34.327,1.07
795,4.08,34.36,0.68
800,4.07,34.361,0.67
900,3.84,34.393,0.57
1000,3.61,34.425,0.47
1100,3.38,34.458,0.37
1193,3.17,34.49,0.27
0,14.62,32.86,6.14
8,14.76,32.88,5.75
10,14.76,32.88,5.73
18,14.76,32.88,5.66
20,14.75,32.88,5.68
30,14.71,32.88,5.82
38,14.68,32.88,5.98
50,13.09,32.801,6.17
56,12.15,32.77,6.2
75,10.21,32.75,5.56
100,9.61,32.954,5.39
113,9.3,33.03,5.3
125,9.05,33.169,5.17
150,8.57,33.46,4.9
200,7.91,33.811,4.74
227,7.62,33.91,4.65
250,7.3,33.942,4.02
300,6.64,33.949,2.53
302,6.62,33.95,2.47
400,5.91,34.005,1.84
453,5.66,NA,1.5
500,5.38,34.064,1.46
600,4.83,34.126,1.38
686,4.42,34.16,0.64
700,4.38,34.19,1.3
800,4.11,34.257,1.22
900,3.84,34.326,1.14
1000,3.56,34.398,1.06
1071,3.37,34.45,1
0,15.3,NA,5.74
9,15.37,32.99,5.3
10,15.37,32.993,5.3
20,15.38,33.021,5.49
23,15.38,33.03,5.6
30,15.22,33.022,5.66
47,14.17,32.94,5.76
50,13.75,32.908,5.82
71,10.83,32.77,6.07
75,10.52,32.772,6.03
95,9.53,32.86,5.61
100,9.4,32.919,5.46
125,8.93,33.239,4.67
142,8.81,33.48,4.09
150,8.68,33.557,3.85
189,8.08,33.84,2.88
200,7.93,33.876,2.71
250,7.31,33.918,2.18
283,6.94,33.96,2.02
300,6.75,33.973,1.93
377,5.95,34.02,1.61
400,5.77,34.03,1.47
500,5.1,34.076,0.92
568,4.78,34.11,0.57
600,4.66,34.142,0.54
700,4.35,34.242,0.43
800,4.12,34.341,0.33
860,4.01,34.4,0.27
900,3.92,34.41,0.3
1000,3.68,34.435,0.39
1100,3.44,34.461,0.48
1200,3.21,34.488,0.56
1280,3.02,34.51,0.63
0,15.4,33.12,4.8
8,15.56,33.13,4.53
10,15.56,33.122,4.57
19,15.54,33.1,4.94
20,15.53,33.1,4.99
30,15.47,33.1,5.43
40,15.41,33.1,5.77
50,13.75,32.989,5.74
60,11.94,32.92,5.72
75,11.58,33.097,5.42
98,11.02,33.19,4.8
100,10.96,33.206,4.75
125,10.26,33.397,4.18
150,9.59,33.573,3.67
200,8.32,33.878,2.81
206,8.18,33.91,2.72
250,7.47,33.998,2.34
300,6.86,33.994,2.01
329,6.59,34.02,1.87
400,5.96,34.061,1.26
414,5.86,34.07,1.14
498,5.4,34.16,0.67
500,5.39,34.162,0.67
600,4.98,34.238,0.66
700,4.64,34.304,0.66
757,4.48,34.17,0.86
800,4.34,34.358,0.65
900,4.04,34.401,0.64
1000,3.76,34.431,0.64
1100,3.5,34.448,0.63
1117,3.46,34.45,0.63
1200,3.3,34.467,0.74
1300,3.11,34.488,0.88
1400,2.91,34.51,1.02
1401,2.91,34.51,1.02
0,14.1,33.26,4.87
6,14.19,33.28,4.91
10,14.19,33.227,5.36
15,14.18,33.19,5.94
20,13.39,33.13,5.87
30,11.56,33.08,5.29
45,10.63,33.19,5.04
50,10.48,33.255,4.99
59,10.26,33.37,4.88
75,9.56,33.459,4.37
83,9.21,33.48,4.06
100,8.87,33.528,3.52
108,8.77,33.55,3.29
125,8.52,33.649,2.93
150,8.19,33.804,2.5
160,8.08,33.87,2.36
200,7.7,34.025,2.18
215,7.58,34.07,NA
250,7.31,34.084,1.95
300,6.95,34.105,1.72
330,6.75,34.04,1.73
400,6.32,34.151,1.26
500,5.71,34.203,0.8
547,5.42,34.23,0.59
0,14.15,33.17,5.06
7,14.36,33.22,4.92
10,14.35,33.205,4.94
18,14.34,33.17,4.98
20,14.33,33.173,5.04
30,14.27,33.197,5.31
34,14.23,33.21,5.4
50,13.91,33.19,5.16
75,10.56,33.22,4.84
100,9.9,33.553,4.27
125,9.24,33.732,3.7
150,8.58,33.73,3.11
153,8.5,33.75,3.04
200,8,33.929,2.49
243,7.7,34,2.24
250,7.61,33.997,2.23
300,6.98,33.972,2.12
304,6.93,33.97,2.1
365,6.48,34.07,1.2
400,6.25,34.107,1.14
500,5.67,34.199,0.98
546,5.44,34.04,1.4
600,5.18,34.268,0.82
700,4.74,34.312,0.66
794,4.4,34.33,0.51
800,4.38,34.332,0.52
900,4.13,34.371,0.61
1000,3.88,34.411,0.7
1046,3.76,34.43,0.74
0,17.6,33.68,4.89
10,17.71,33.668,4.88
17,17.78,33.66,4.87
20,17.78,33.671,4.88
30,17.78,33.71,4.93
50,16.14,33.683,5.23
53,15.87,33.68,5.25
75,15.59,33.75,4.69
100,15.1,33.791,4.45
113,14.76,33.8,4.41
125,14.19,33.785,4.35
150,12.99,33.79,4.23
200,10.52,33.777,4.04
228,9.09,33.77,3.96
250,8.56,33.814,3.9
300,7.64,33.91,3.76
357,7.1,34,3.61
400,6.65,34.024,3.09
443,6.27,34.05,2.41
500,5.86,34.144,1.28
530,5.67,34.2,0.72
600,5.32,34.228,0.71
700,4.91,34.27,0.69
799,4.6,34.24,0.67
800,4.6,34.313,0.67
900,4.27,34.358,0.7
1000,3.98,34.405,0.72
1100,3.72,34.453,0.75
1175,3.54,34.49,0.77
1200,3.49,NA,0.84
1300,3.28,NA,1.12
1400,3.08,NA,1.4
1472,2.93,34.45,1.6
0,16.54,33.28,4.92
8,16.72,33.22,5.16
10,16.72,33.22,5.18
18,16.72,33.22,5.24
20,16.72,33.22,5.27
30,16.7,33.22,5.37
32,16.7,33.22,5.39
46,16.26,33.58,5.35
50,15.72,33.551,5.44
59,14.44,33.44,5.68
75,14.21,33.548,5.71
88,14.03,33.55,5.74
100,13.61,33.55,5.42
116,12.89,33.55,4.9
125,12.28,33.538,4.75
150,10.68,33.544,4.37
174,9.26,33.6,4.1
200,8.96,33.783,3.6
230,8.62,33.93,3.01
250,8.38,33.928,2.89
300,7.76,33.93,2.58
345,7.21,33.46,5.05
400,6.52,33.968,1.96
500,5.4,34.044,1.35
527,5.13,34.07,1.18
600,4.9,34.128,1.06
700,4.59,34.208,0.89
800,4.28,34.289,0.72
900,3.97,34.372,0.56
909,3.94,34.38,0.54
0,16.8,33.3,4.79
7,16.62,33.31,4.82
10,16.63,33.31,4.83
16,16.64,33.31,4.84
20,16.64,33.326,4.85
30,16.63,33.385,4.9
32,16.63,33.4,4.91
49,15.79,33.26,5.18
50,15.74,33.266,5.17
75,14.47,33.513,5.04
79,14.26,33.57,5.02
100,12.98,33.594,4.63
125,11.56,33.559,4.15
150,10.26,33.579,3.65
165,9.53,33.55,3.34
200,9.06,33.799,3.29
250,8.39,34.014,3.19
267,8.16,34.05,3.15
300,8,34.05,2.51
332,7.82,34.05,1.83
399,6.88,NA,NA
400,6.87,34.083,1.46
500,6.04,34.155,0.92
598,5.56,34.25,0.39
600,5.55,34.251,0.39
700,5.16,34.311,0.46
800,4.82,34.371,0.52
900,4.54,34.433,0.58
926,4.48,34.45,0.6
1000,4.21,NA,0.7
1100,3.84,NA,0.83
1180,3.54,34.43,0.94
0,16.4,33.35,5.39
9,16.57,33.31,5.79
10,16.57,33.309,5.72
20,16.59,33.302,5.04
22,16.59,33.3,4.9
30,16.59,33.297,5.01
46,16.58,33.29,5.24
50,16.1,33.265,5.32
68,13.67,33.19,5.64
75,13.46,33.24,5.6
100,12.72,33.236,5.45
110,12.42,33.25,5.39
125,11.86,33.325,5.33
150,10.95,33.46,5.24
200,9.28,33.764,5.1
228,8.43,33.95,5.03
250,8.11,34.007,4.96
300,7.57,34.097,4.77
364,7.27,34.13,4.5
400,7,34.182,4.32
454,6.61,34.24,4.01
500,6.29,34.24,3.65
544,6,34.23,3.3
600,5.68,34.25,3.05
700,5.17,34.297,2.7
800,4.74,34.356,2.46
821,4.66,34.37,2.43
900,4.38,34.397,2.07
1000,4.06,34.427,1.67
1100,3.78,34.451,1.32
1200,3.55,34.47,1.04
1203,3.54,34.47,1.03
1300,3.34,34.486,1.12
1400,3.13,34.503,1.21
1499,2.93,34.52,1.3
0,16,33.22,3.08
10,15.77,33.17,3.06
20,15.77,33.17,3.32
24,15.77,33.17,3.44
30,15.78,33.175,3.53
48,15.79,33.19,3.65
50,15.76,33.224,3.65
71,15.29,33.6,3.68
75,15.18,33.636,3.68
94,14.51,33.71,3.62
100,14.17,33.681,3.59
125,12.59,33.555,3.41
138,11.66,33.49,3.29
150,10.83,33.539,3.16
183,8.84,33.77,2.77
200,8.62,33.821,2.57
250,7.98,33.975,2.02
280,7.59,34.07,1.72
300,7.4,34.098,1.56
376,6.78,34.16,NA
400,6.62,34.181,0.9
500,6.03,34.262,0.49
572,5.69,34.31,0.35
600,5.56,34.319,0.37
700,5.12,34.355,0.42
800,4.73,34.393,0.48
868,4.49,34.42,0.52
900,4.4,NA,NA
1000,4.12,NA,NA
1100,3.83,NA,NA
1200,3.55,NA,NA
1293,3.29,33.61,3.99
0,15.29,33.21,3.48
8,15.3,33.15,3.84
10,15.28,33.15,3.82
20,15.17,33.15,3.59
21,15.16,33.15,3.56
30,14.53,33.199,3.75
43,13.62,33.31,4.18
50,13.65,33.388,4.3
65,13.68,33.49,4.49
75,12.99,33.412,4.59
86,12.06,33.31,4.64
100,11.11,33.309,4.44
125,9.8,33.436,4.09
130,9.59,33.48,4.02
150,9.13,33.673,3.11
173,8.82,33.89,2.03
200,8.39,33.986,1.89
250,7.67,34.005,1.62
260,7.54,34.02,1.57
300,6.99,34.038,1.39
348,6.41,34.05,1.19
400,6.01,34.078,0.99
500,5.49,34.142,0.68
526,5.4,34.16,0.61
600,5.07,34.222,0.56
700,4.68,34.304,0.48
799,4.36,34.38,0.41
800,4.36,34.38,0.41
900,4.1,34.418,0.51
1000,3.83,34.457,0.61
1082,3.62,34.49,0.69
0,15.5,33.31,3.31
9,15.5,33.24,3.59
10,15.49,33.242,3.59
20,15.38,33.256,3.57
23,15.35,33.26,3.56
30,14.65,33.246,3.65
46,12.75,33.22,3.84
50,12.48,33.205,3.79
70,11.4,33.18,3.57
75,11.08,33.219,3.64
94,9.96,33.42,3.92
100,9.73,33.47,3.9
125,9.06,33.657,3.59
140,8.87,33.75,3.22
150,8.78,33.817,2.89
186,8.55,34.02,1.71
200,8.4,34.064,1.67
250,7.75,34.154,1.55
277,7.34,34.16,1.48
300,6.94,34.159,1.43
367,5.87,34.14,1.28
400,5.6,34.144,1.2
500,5.08,34.166,0.96
550,5,34.18,0.85
600,4.82,34.204,0.75
700,4.5,34.253,0.59
800,4.23,34.302,0.49
837,4.14,34.54,0.46
900,4,34.353,0.52
1000,3.79,34.404,0.62
1100,3.58,34.456,0.71
1200,3.36,34.51,0.81
1256,3.24,34.54,0.86
0,15.27,33.22,4.22
10,15.45,33.21,4.12
20,15.18,33.26,4.51
23,15.05,33.28,4.64
30,14.74,33.328,4.61
47,13.88,33.4,4.52
50,13.76,33.391,4.5
71,12.71,33.28,4.4
75,12.38,33.259,4.41
94,10.8,33.22,4.46
100,10.5,33.258,4.44
125,9.58,33.463,4.27
142,9.27,33.64,4.07
150,9.1,33.697,3.95
189,8.42,33.91,3.3
200,8.27,33.935,3.09
250,7.63,33.999,2.23
282,7.26,34,1.78
300,6.97,34.03,1.73
377,5.86,34.16,1.49
400,5.81,34.162,1.4
500,5.57,34.172,1.03
570,5.41,34.18,0.79
600,5.3,34.197,0.71
700,4.91,34.26,0.52
800,4.5,34.331,0.41
863,4.24,34.38,0.39
900,4.15,34.392,0.45
1000,3.89,34.424,0.62
1100,3.63,34.457,0.79
1200,3.38,34.491,0.96
1282,3.17,34.52,1.1
0,15.85,33.55,4.42
10,15.9,33.55,4.6
20,15.77,33.49,4.62
25,15.71,33.46,4.63
30,15.15,33.463,4.58
50,12.34,33.57,4.17
75,9.98,33.69,3.28
98,9.12,33.86,2.4
100,9.07,33.867,2.4
125,8.52,33.922,2.38
147,8.22,33.93,2.37
150,8.18,33.936,2.32
195,7.72,34.02,1.49
200,7.67,34.026,1.48
250,7.15,34.08,1.36
293,6.76,34.11,1.25
300,6.71,34.113,1.24
391,6.16,34.33,0.66
400,6.11,34.159,1.1
